Comment_Title,Review
Iphone xr..!!!! Just Muuuaaaahhhhhhhh.......😘😘,Iphone xr is just awesme....best battery backup..everythings are smooth as butter..and blue coloue......ufff just love it.....
👍,worth it till now using
Unhappy with portrait mode of camera,camera doesn’t recognise non human images for portrait mode. Portrait mode shouldn’t be restricted for humans. There’s a lot of scope for portrait photography which can be excelled.
New iPhone XR headphone faulty,"The phone is working properly but the headphones are not working. For a new device, it’s pretty surprising to see such a state. Not happy with the item"
Phone is awesome... delivery on time.,From iPhone SE To iPhone XR. Camera quality is good. FaceID works really nice. Powerful phone.
Must buy,Awesome phone superb
No Gorilla Glass,Mobile’s screen is not scratch resistive.
Amazing,"Amazing phone, loved every bit of it"
It’s a good buy ...,If you love Apple then it totally makes sense.Camera is good. Build quality excellent.Only thing that bothers is the screen resolution.
iPhone xr,Good product but single back camera
Just go for it!,Awesome product!!
Feel it,I like the buttery smooth interface. Face recognition and battery life are very good. Overall I am very happy with my decision.
Simply Brilliant and Powerful,No one can beat Apple Processors.
It was ok,Longing to purchase one.after purchasing I feel that Only good thing in iPhone XR is camera . I feel android has better features.
"Good performance ,big screen than 11",I like the battery life and the camera is not so good as it has only one camera but overall it’s performance is very good
Dead phone on arrival,Dead on arrival worst experience first time by amazon
Loved the product,Super value for money product. Great picture and sound.
Nice,Awesome battery backup and camera :-)
Value for Maney,Obviously Its value for money.
Brilliant,As an iPhone should be. Absolutely wonderful and easy to use.
Good Phone,"The phone is overall good. Its a bit heavy than other iPhones but still the battery capacity, the screen resolution are well upto the mark"
iPhone XR,Awesome price and awesome product by Apple and sold by amazon.
Superb,Amazing.excellent.
Nice product,Nice product but no discount made the deal bit expensive
Phone hung up,After one month of buying the phone it got hung up which never happens with i phone want a immediate replacement
Z,Not expectable
Experience IOS as expected from Apple..!!😍😘,Super smooth and easy to use with full 1.5 day battery life with dual SIM and moderate usage of phone...Little bulky in hand..No wire less headphonesOverall good...
Fantabulous,Awesome is the word for the phone & loved amazon for the great offer ... was good bargain
Fabulous,This phone is amazing... if you want a phone with amazing battery life then go for it and camera is also very good... very happy to buy this... 😁😁
Superb iPhone,Excellent iPhone for affordable price ( relatively ) . Battery backup is superb .
Perfect,Awsome looking premium smartphone. Size is perfect. Interface is so smooth and fast. Battery back up is outstanding. Camera quality is fantastic.
iPhone XR - Nice gadget to Order.,I got IPhone with in a day time. I’m a first time iOS user and I’m liking it. It has got quite a lot of features. From Face ID to wide screen display.
Happy to purchase from amazon.,After 4 moth used...its grate phone..battery life ++++++good..over all ..Happy to purchase form amazon.Good service/fast delivery 👌👌👌👌👍
Perfect one,"Great phone, value for money. Good battery backup. Battery recharging takes more time should include fast charger. Everything else is perfect."
Good,Very nice phone
Good product by Appario retail,Good . Delivery could be faster
Not bad,"Battery durability should be improved , which is critical for this phone"
iPhone xr battery is best,Battery is the best. I is my first iPhone.  Audio is best in class . Battery capacity is lit and I can use it like for 3 days . Camera is good.
iphone xr is a good phone,call receive and end feature is good... camera quality excellent.... touch quality good... battery life jabardast... phone face unlock speed very fast... every thing is perfect...
It’s Best and Original product. Thankful to amazon,It’s a very good and Original product.Thank you so much Amazon.I don’t trust but after I purchase really it’s good and original product
The paid price was for iPhone XR 128GB with iOS13.,The phone is having iOS12 as it was manufactured before Sept'2019.Expected to have current product with iOS13.
Awestruck,Everything is awesome in this price range
Awesome phone,Great phone. I have using this phone for a month now. Battery life is better than other iPhones. Camera is very good.
